EmployeeID ,Gender ,Age ,HireDate  ,YearsAtCompany ,Grade ,SalaryPerAnnum ,Country   ,SBU   ,BuisnesUnit            ,Practice        ,PerformanceScore ,GABL     ,EmploymentType ,Department ,AttritionRisk ,PromotionEligible ,ActiveStatus
E08759      ,Female , 48 ,2015-04-16 ,              10 ,C     ,         1990000 ,USA       ,EU    ,Insurance     ,Cybersecurity   ,Average           ,Onshore  ,Full-Time       ,IT         ,Medium         ,Yes                ,Active
E08760      ,Female , 31 ,2010-04-14 ,              15 ,E     ,         2490000 ,France    ,NA    ,Retail        ,Human Resources ,Good              ,Onshore  ,Part-Time       ,Sales      ,High           ,Yes                ,Inactive
E08761      ,Male   , 33 ,2017-12-17 ,               8 ,F     ,         3000000 ,Japan     ,LATAM ,Insurance     ,Digital         ,Average           ,Offshore ,Contract        ,Finance    ,High           ,No                 ,Inactive
E08762      ,Male   , 22 ,2002-04-30 ,              23 ,A     ,         2030000 ,Japan     ,APAC  ,Manufacturing ,Engineering     ,Average           ,Onshore  ,Contract        ,Operations ,High           ,No                 ,Active
E08763      ,Female , 49 ,2004-04-30 ,              21 ,D     ,         3410000 ,UK        ,NA    ,Retail        ,Technology      ,Average           ,Offshore ,Part-Time       ,Marketing  ,Low            ,No                 ,Inactive
E08764      ,Male   , 54 ,2014-08-31 ,              11 ,F     ,         2460000 ,Singapore ,EU    ,Manufacturing ,Consulting      ,Good              ,Onshore  ,Full-Time       ,Finance    ,Low            ,No                 ,Inactive
E08765      ,Female , 55 ,2011-11-25 ,              14 ,F     ,         1670000 ,Canada    ,FF    ,Telecom       ,Technology      ,Good              ,Offshore ,Part-Time       ,Legal      ,Medium         ,No                 ,Inactive
E08766      ,Male   , 42 ,2001-12-13 ,              24 ,F     ,         1980000 ,Singapore ,CIS   ,Banking       ,Consulting      ,Average           ,Onshore  ,Contract        ,HR         ,Low            ,Yes                ,Inactive
E08767      ,Female , 35 ,2011-09-07 ,              14 ,F     ,         1000000 ,Germany   ,EU    ,Banking       ,Data & AI       ,Average           ,Offshore ,Full-Time       ,Marketing  ,Medium         ,No                 ,Inactive
E08768      ,Male   , 56 ,2023-05-13 ,               2 ,C     ,         1910000 ,Singapore ,LATAM ,Retail        ,Cybersecurity   ,Poor              ,Onshore  ,Full-Time       ,IT         ,Medium         ,Yes                ,Active
E08769      ,Male   , 36 ,2015-06-22 ,              10 ,A     ,         1120000 ,Singapore ,FF    ,Banking       ,Consulting      ,Average           ,Offshore ,Contract        ,HR         ,Medium         ,No                 ,Inactive
E08770      ,Female , 27 ,2007-02-23 ,              18 ,B     ,         1500000 ,UK        ,EU    ,Energy        ,Data & AI       ,Poor              ,Offshore ,Full-Time       ,Marketing  ,Medium         ,Yes                ,Active
E08771      ,Female , 48 ,2023-08-07 ,               2 ,D     ,         2090000 ,France    ,NA    ,Retail        ,Technology      ,Poor              ,Onshore  ,Full-Time       ,HR         ,High           ,Yes                ,Inactive
E08772      ,Female , 52 ,2007-02-10 ,              18 ,D     ,          730000 ,India     ,CIS   ,Energy        ,Cybersecurity   ,Average           ,Onshore  ,Full-Time       ,Operations ,High           ,Yes                ,Active
E08773      ,Male   , 52 ,2005-04-17 ,              20 ,C     ,         2060000 ,India     ,MEA   ,Telecom       ,Consulting      ,Average           ,Onshore  ,Part-Time       ,Marketing  ,High           ,No                 ,Active
E08774      ,Male   , 55 ,2009-11-04 ,              16 ,B     ,         3000000 ,Germany   ,MEA   ,Public Sector ,Consulting      ,Below Average     ,Onshore  ,Contract        ,Sales      ,Low            ,No                 ,Inactive
E08775      ,Male   , 31 ,2013-06-10 ,              12 ,D     ,         1790000 ,USA       ,FF    ,Public Sector ,Data & AI       ,Excellent         ,Onshore  ,Part-Time       ,Sales      ,Low            ,Yes                ,Active
E08776      ,Female , 45 ,2016-07-15 ,               9 ,D     ,         2070000 ,India     ,APAC  ,Retail        ,Human Resources ,Good              ,Onshore  ,Contract        ,Finance    ,Medium         ,No                 ,Active
E08777      ,Female , 24 ,2020-07-17 ,               5 ,A     ,         2730000 ,Singapore ,LATAM ,Retail        ,Consulting      ,Good              ,Offshore ,Contract        ,Marketing  ,High           ,Yes                ,Inactive
E08778      ,Female , 34 ,2016-07-02 ,               9 ,E     ,         1910000 ,Australia ,APAC  ,Insurance     ,Human Resources ,Poor              ,Onshore  ,Contract        ,Legal      ,High           ,No                 ,Active
E08779      ,Female , 53 ,2005-06-29 ,              20 ,C     ,         2840000 ,UK        ,EU    ,Public Sector ,Digital         ,Average           ,Offshore ,Full-Time       ,Operations ,Medium         ,Yes                ,Inactive
E08780      ,Male   , 59 ,2013-03-18 ,              12 ,D     ,         2560000 ,UK        ,FF    ,Insurance     ,Engineering     ,Average           ,Onshore  ,Contract        ,Sales      ,Low            ,Yes                ,Active
E08781      ,Male   , 51 ,2022-06-29 ,               3 ,A     ,         2320000 ,USA       ,LATAM ,Telecom       ,Data & AI       ,Poor              ,Offshore ,Part-Time       ,HR         ,Medium         ,Yes                ,Inactive
E08782      ,Male   , 23 ,2003-07-23 ,              22 ,F     ,         1420000 ,France    ,LATAM ,Retail        ,Technology      ,Average           ,Onshore  ,Part-Time       ,IT         ,Medium         ,No                 ,Active
E08783      ,Male   , 47 ,2000-08-10 ,              25 ,D     ,         2990000 ,India     ,NA    ,Insurance     ,Cybersecurity   ,Average           ,Onshore  ,Full-Time       ,Operations ,High           ,Yes                ,Active
E08784      ,Male   , 38 ,2021-09-04 ,               4 ,E     ,         2710000 ,Canada    ,CIS   ,Manufacturing ,Cybersecurity   ,Good              ,Onshore  ,Full-Time       ,Sales      ,Medium         ,No                 ,Active
E08785      ,Male   , 45 ,2014-03-18 ,              11 ,C     ,         2990000 ,France    ,APAC  ,Public Sector ,Technology      ,Average           ,Offshore ,Contract        ,HR         ,Medium         ,Yes                ,Inactive
E08786      ,Male   , 43 ,2015-09-16 ,              10 ,C     ,         1430000 ,Japan     ,NA    ,Manufacturing ,Consulting      ,Poor              ,Onshore  ,Full-Time       ,Sales      ,Medium         ,Yes                ,Active
E08787      ,Male   , 55 ,2020-02-24 ,               5 ,D     ,         1460000 ,Singapore ,EU    ,Retail        ,Technology      ,Good              ,Offshore ,Contract        ,IT         ,Medium         ,No                 ,Inactive
E08788      ,Female , 54 ,2002-05-05 ,              23 ,B     ,         1200000 ,Australia ,FF    ,Insurance     ,Human Resources ,Below Average     ,Onshore  ,Contract        ,Sales      ,Low            ,Yes                ,Active
E08789      ,Female , 28 ,2019-09-13 ,               6 ,B     ,         3380000 ,Canada    ,APAC  ,Energy        ,Technology      ,Average           ,Onshore  ,Full-Time       ,Operations ,High           ,No                 ,Inactive
E08790      ,Female , 51 ,2006-08-30 ,              19 ,E     ,         2250000 ,India     ,LATAM ,Banking       ,Consulting      ,Below Average     ,Onshore  ,Contract        ,Operations ,High           ,No                 ,Inactive
E08791      ,Male   , 37 ,2021-03-09 ,               4 ,A     ,         1280000 ,UK        ,APAC  ,Energy        ,Digital         ,Average           ,Onshore  ,Contract        ,Legal      ,High           ,No                 ,Active
E08792      ,Female , 54 ,2018-06-07 ,               7 ,A     ,         1890000 ,Germany   ,CIS   ,Telecom       ,Data & AI       ,Average           ,Offshore ,Part-Time       ,Sales      ,Low            ,No                 ,Inactive
E08793      ,Male   , 35 ,2015-02-24 ,              10 ,B     ,         1360000 ,Canada    ,EU    ,Energy        ,Engineering     ,Below Average     ,Offshore ,Part-Time       ,Operations ,Low            ,No                 ,Inactive
E08794      ,Male   , 30 ,2004-12-04 ,              21 ,E     ,         3300000 ,Germany   ,MEA   ,Banking       ,Cybersecurity   ,Average           ,Offshore ,Contract        ,Finance    ,Low            ,No                 ,Active
E08795      ,Male   , 42 ,2005-12-01 ,              20 ,D     ,         1620000 ,Singapore ,CIS   ,Manufacturing ,Cybersecurity   ,Average           ,Onshore  ,Contract        ,IT         ,High           ,Yes                ,Active
E08796      ,Male   , 53 ,2023-05-12 ,               2 ,E     ,         2460000 ,Japan     ,FF    ,Energy        ,Consulting      ,Average           ,Onshore  ,Contract        ,Marketing  ,High           ,No                 ,Active
E08797      ,Male   , 53 ,2018-01-04 ,               7 ,D     ,         1450000 ,Japan     ,FF    ,Banking       ,Data & AI       ,Excellent         ,Onshore  ,Contract        ,IT         ,Low            ,Yes                ,Inactive
E08798      ,Female , 38 ,2018-01-12 ,               7 ,B     ,         3160000 ,USA       ,LATAM ,Retail        ,Engineering     ,Average           ,Offshore ,Contract        ,Sales      ,Low            ,Yes                ,Active
E08799      ,Male   , 60 ,2014-12-26 ,              11 ,B     ,         3020000 ,India     ,MEA   ,Retail        ,Digital         ,Average           ,Onshore  ,Part-Time       ,Sales      ,High           ,Yes                ,Active
E08800      ,Female , 49 ,2023-04-22 ,               2 ,A     ,         2880000 ,USA       ,FF    ,Public Sector ,Consulting      ,Below Average     ,Offshore ,Full-Time       ,Finance    ,Low            ,No                 ,Inactive
E08801      ,Female , 59 ,2005-12-15 ,              20 ,D     ,         3080000 ,Brazil    ,FF    ,Manufacturing ,Engineering     ,Below Average     ,Offshore ,Part-Time       ,HR         ,Low            ,No                 ,Inactive
E08802      ,Female , 54 ,2001-06-21 ,              24 ,E     ,         2620000 ,UK        ,EU    ,Insurance     ,Engineering     ,Average           ,Offshore ,Part-Time       ,Finance    ,Medium         ,No                 ,Active
E08803      ,Female , 46 ,2013-10-24 ,              12 ,D     ,         2790000 ,Germany   ,NA    ,Public Sector ,Engineering     ,Average           ,Onshore  ,Full-Time       ,Finance    ,High           ,Yes                ,Active
E08804      ,Female , 55 ,2023-03-20 ,               2 ,B     ,         1360000 ,UK        ,FF    ,Retail        ,Engineering     ,Below Average     ,Onshore  ,Part-Time       ,Operations ,High           ,No                 ,Inactive
E08805      ,Female , 56 ,2009-10-27 ,              16 ,D     ,         3210000 ,Japan     ,CIS   ,Insurance     ,Data & AI       ,Good              ,Onshore  ,Contract        ,Sales      ,High           ,Yes                ,Inactive
E08806      ,Male   , 25 ,2004-09-22 ,              21 ,A     ,         3200000 ,UK        ,EU    ,Public Sector ,Digital         ,Average           ,Offshore ,Part-Time       ,Marketing  ,Low            ,No                 ,Active
E08807      ,Female , 59 ,2001-02-22 ,              24 ,F     ,         2580000 ,Brazil    ,CIS   ,Retail        ,Digital         ,Below Average     ,Onshore  ,Contract        ,Operations ,High           ,Yes                ,Active
E08808      ,Male   , 47 ,2021-05-17 ,               4 ,F     ,         1710000 ,France    ,FF    ,Banking       ,Technology      ,Good              ,Onshore  ,Contract        ,Legal      ,Medium         ,No                 ,Inactive
E08809      ,Female , 58 ,2000-02-14 ,              25 ,C     ,         3290000 ,Brazil    ,APAC  ,Retail        ,Human Resources ,Below Average     ,Onshore  ,Full-Time       ,IT         ,Low            ,No                 ,Inactive
E08810      ,Male   , 24 ,2018-07-03 ,               7 ,C     ,         1820000 ,Japan     ,EU    ,Energy        ,Human Resources ,Average           ,Onshore  ,Part-Time       ,Operations ,Low            ,Yes                ,Inactive
E08811      ,Male   , 44 ,2010-01-13 ,              15 ,D     ,         1860000 ,UK        ,APAC  ,Manufacturing ,Engineering     ,Excellent         ,Onshore  ,Full-Time       ,Operations ,Low            ,Yes                ,Active
E08812      ,Female , 22 ,2003-10-05 ,              22 ,D     ,         2890000 ,USA       ,FF    ,Banking       ,Cybersecurity   ,Average           ,Onshore  ,Contract        ,Marketing  ,Medium         ,No                 ,Active
E08813      ,Female , 34 ,2018-03-15 ,               7 ,F     ,         2450000 ,France    ,APAC  ,Retail        ,Data & AI       ,Below Average     ,Offshore ,Contract        ,IT         ,Low            ,Yes                ,Inactive
E08814      ,Male   , 47 ,2021-04-14 ,               4 ,A     ,         2170000 ,Australia ,CIS   ,Manufacturing ,Engineering     ,Below Average     ,Offshore ,Part-Time       ,Operations ,High           ,Yes                ,Inactive
E08815      ,Male   , 24 ,2013-10-23 ,              12 ,D     ,         1620000 ,Brazil    ,FF    ,Insurance     ,Human Resources ,Poor              ,Offshore ,Full-Time       ,Operations ,High           ,Yes                ,Active
E08816      ,Male   , 29 ,2014-02-07 ,              11 ,B     ,         1320000 ,Germany   ,NA    ,Public Sector ,Technology      ,Good              ,Offshore ,Contract        ,Operations ,Low            ,No                 ,Inactive
E08817      ,Female , 30 ,2001-10-03 ,              24 ,D     ,         3050000 ,Australia ,APAC  ,Manufacturing ,Consulting      ,Good              ,Offshore ,Part-Time       ,Legal      ,Low            ,No                 ,Active
E08818      ,Male   , 54 ,2002-04-16 ,              23 ,C     ,         1050000 ,Germany   ,FF    ,Banking       ,Cybersecurity   ,Below Average     ,Offshore ,Part-Time       ,HR         ,High           ,Yes                ,Active
E08819      ,Male   , 34 ,2009-08-16 ,              16 ,E     ,         3170000 ,Japan     ,NA    ,Insurance     ,Digital         ,Average           ,Onshore  ,Full-Time       ,IT         ,High           ,No                 ,Inactive
E08820      ,Female , 24 ,2019-04-29 ,               6 ,D     ,         3080000 ,UK        ,LATAM ,Manufacturing ,Consulting      ,Average           ,Onshore  ,Contract        ,Operations ,Medium         ,Yes                ,Inactive
E08821      ,Male   , 30 ,2023-12-09 ,               2 ,C     ,         2540000 ,France    ,NA    ,Retail        ,Human Resources ,Average           ,Onshore  ,Contract        ,Finance    ,Low            ,Yes                ,Inactive
E08822      ,Male   , 60 ,2001-10-04 ,              24 ,A     ,         1840000 ,Germany   ,EU    ,Energy        ,Engineering     ,Poor              ,Offshore ,Part-Time       ,HR         ,Medium         ,Yes                ,Inactive
E08823      ,Female , 36 ,2007-09-01 ,              18 ,D     ,         1150000 ,Brazil    ,MEA   ,Telecom       ,Data & AI       ,Below Average     ,Onshore  ,Part-Time       ,IT         ,Low            ,Yes                ,Inactive
E08824      ,Female , 43 ,2002-09-06 ,              23 ,B     ,         1690000 ,UK        ,LATAM ,Public Sector ,Cybersecurity   ,Good              ,Onshore  ,Part-Time       ,IT         ,Low            ,No                 ,Active
E08825      ,Male   , 34 ,2004-01-21 ,              21 ,E     ,         1450000 ,Germany   ,APAC  ,Manufacturing ,Consulting      ,Average           ,Offshore ,Contract        ,Sales      ,High           ,Yes                ,Inactive
E08826      ,Female , 28 ,2019-06-18 ,               6 ,C     ,         1870000 ,Australia ,EU    ,Retail        ,Consulting      ,Average           ,Onshore  ,Part-Time       ,Sales      ,Low            ,Yes                ,Active
E08827      ,Male   , 29 ,2012-10-19 ,              13 ,D     ,         3360000 ,Germany   ,APAC  ,Public Sector ,Digital         ,Good              ,Offshore ,Full-Time       ,Legal      ,High           ,No                 ,Inactive
E08828      ,Female , 35 ,2000-12-13 ,              25 ,A     ,         3310000 ,France    ,FF    ,Public Sector ,Cybersecurity   ,Average           ,Offshore ,Contract        ,Sales      ,Medium         ,Yes                ,Inactive
E08829      ,Female , 41 ,2018-12-31 ,               7 ,A     ,         1230000 ,Australia ,EU    ,Banking       ,Consulting      ,Good              ,Onshore  ,Contract        ,Marketing  ,High           ,Yes                ,Active
E08830      ,Female , 56 ,2017-01-12 ,               8 ,E     ,         3230000 ,France    ,EU    ,Retail        ,Digital         ,Good              ,Offshore ,Contract        ,Marketing  ,Low            ,Yes                ,Inactive
E08831      ,Female , 25 ,2006-01-03 ,              19 ,D     ,         1920000 ,Singapore ,APAC  ,Telecom       ,Data & AI       ,Good              ,Onshore  ,Contract        ,Finance    ,Medium         ,No                 ,Inactive
E08832      ,Female , 58 ,2018-02-28 ,               7 ,C     ,          720000 ,Japan     ,APAC  ,Banking       ,Consulting      ,Good              ,Offshore ,Contract        ,IT         ,Low            ,No                 ,Inactive
E08833      ,Female , 53 ,2007-02-19 ,              18 ,F     ,         2940000 ,Japan     ,APAC  ,Energy        ,Engineering     ,Good              ,Onshore  ,Full-Time       ,Operations ,High           ,Yes                ,Active
E08834      ,Female , 23 ,2010-01-05 ,              15 ,A     ,         2370000 ,Canada    ,LATAM ,Public Sector ,Human Resources ,Good              ,Offshore ,Contract        ,Finance    ,High           ,Yes                ,Active
E08835      ,Female , 45 ,2013-03-15 ,              12 ,C     ,         3080000 ,UK        ,APAC  ,Energy        ,Technology      ,Average           ,Onshore  ,Part-Time       ,Operations ,Medium         ,Yes                ,Inactive
E08836      ,Male   , 57 ,2007-07-31 ,              18 ,B     ,         2360000 ,Brazil    ,NA    ,Telecom       ,Engineering     ,Good              ,Offshore ,Contract        ,HR         ,Medium         ,Yes                ,Inactive
E08837      ,Female , 58 ,2008-07-30 ,              17 ,B     ,         2570000 ,France    ,APAC  ,Public Sector ,Consulting      ,Good              ,Onshore  ,Contract        ,Operations ,Low            ,No                 ,Inactive
E08838      ,Female , 48 ,2016-11-25 ,               9 ,B     ,         1740000 ,Germany   ,NA    ,Energy        ,Technology      ,Average           ,Onshore  ,Part-Time       ,HR         ,Medium         ,Yes                ,Inactive
E08839      ,Female , 53 ,2019-11-07 ,               6 ,A     ,         3480000 ,Brazil    ,EU    ,Energy        ,Engineering     ,Average           ,Offshore ,Part-Time       ,Marketing  ,High           ,Yes                ,Inactive
E08840      ,Female , 38 ,2011-10-02 ,              14 ,A     ,         3230000 ,Germany   ,FF    ,Public Sector ,Cybersecurity   ,Average           ,Onshore  ,Full-Time       ,Sales      ,Medium         ,No                 ,Active
E08841      ,Male   , 39 ,2006-11-24 ,              19 ,E     ,         2580000 ,Brazil    ,CIS   ,Insurance     ,Digital         ,Good              ,Offshore ,Contract        ,HR         ,Medium         ,Yes                ,Inactive
E08842      ,Male   , 53 ,2004-04-14 ,              21 ,D     ,         2310000 ,Australia ,FF    ,Insurance     ,Consulting      ,Poor              ,Offshore ,Full-Time       ,HR         ,High           ,No                 ,Active
E08843      ,Male   , 30 ,2018-09-26 ,               7 ,B     ,          870000 ,UK        ,FF    ,Public Sector ,Engineering     ,Average           ,Onshore  ,Contract        ,IT         ,High           ,Yes                ,Active
E08844      ,Male   , 47 ,2012-08-11 ,              13 ,D     ,         1100000 ,Canada    ,EU    ,Energy        ,Human Resources ,Good              ,Onshore  ,Full-Time       ,Legal      ,Medium         ,No                 ,Inactive
E08845      ,Female , 49 ,2016-06-18 ,               9 ,F     ,         1520000 ,Canada    ,LATAM ,Telecom       ,Human Resources ,Poor              ,Onshore  ,Part-Time       ,Legal      ,High           ,Yes                ,Inactive
E08846      ,Male   , 36 ,2004-11-25 ,              21 ,E     ,         2010000 ,India     ,CIS   ,Banking       ,Consulting      ,Average           ,Onshore  ,Contract        ,Legal      ,High           ,Yes                ,Active
E08847      ,Female , 42 ,2008-10-19 ,              17 ,D     ,         2990000 ,UK        ,EU    ,Public Sector ,Data & AI       ,Average           ,Onshore  ,Full-Time       ,Marketing  ,Low            ,No                 ,Active
E08848      ,Female , 48 ,2018-11-22 ,               7 ,E     ,         2560000 ,Japan     ,NA    ,Energy        ,Consulting      ,Poor              ,Offshore ,Full-Time       ,IT         ,Medium         ,No                 ,Active
E08849      ,Male   , 50 ,2003-07-07 ,              22 ,E     ,          740000 ,France    ,FF    ,Manufacturing ,Consulting      ,Good              ,Offshore ,Part-Time       ,Sales      ,High           ,No                 ,Active
E08850      ,Male   , 47 ,2006-04-19 ,              19 ,C     ,          930000 ,UK        ,FF    ,Public Sector ,Human Resources ,Good              ,Offshore ,Full-Time       ,Legal      ,High           ,No                 ,Active
E08851      ,Female , 23 ,2020-09-08 ,               5 ,A     ,         3030000 ,France    ,APAC  ,Insurance     ,Consulting      ,Average           ,Onshore  ,Contract        ,IT         ,Low            ,Yes                ,Active
E08852      ,Female , 37 ,2021-04-02 ,               4 ,E     ,         2180000 ,Germany   ,LATAM ,Banking       ,Digital         ,Average           ,Onshore  ,Part-Time       ,Marketing  ,Low            ,No                 ,Inactive
E08853      ,Female , 60 ,2015-07-12 ,              10 ,D     ,         2260000 ,Germany   ,MEA   ,Retail        ,Consulting      ,Poor              ,Onshore  ,Part-Time       ,Marketing  ,Low            ,No                 ,Inactive
E08854      ,Female , 55 ,2018-08-13 ,               7 ,F     ,         1290000 ,Germany   ,CIS   ,Banking       ,Cybersecurity   ,Average           ,Offshore ,Contract        ,HR         ,High           ,No                 ,Inactive
E08855      ,Male   , 42 ,2011-01-05 ,              14 ,B     ,          880000 ,Japan     ,LATAM ,Banking       ,Consulting      ,Average           ,Offshore ,Part-Time       ,Marketing  ,Medium         ,No                 ,Active
E08856      ,Female , 52 ,2016-08-29 ,               9 ,B     ,         1720000 ,UK        ,MEA   ,Public Sector ,Engineering     ,Average           ,Onshore  ,Part-Time       ,HR         ,Medium         ,No                 ,Active
E08857      ,Male   , 36 ,2023-11-06 ,               2 ,D     ,         2810000 ,Canada    ,NA    ,Energy        ,Human Resources ,Average           ,Onshore  ,Contract        ,Legal      ,Medium         ,No                 ,Active
E08858      ,Male   , 36 ,2021-04-23 ,               4 ,C     ,         2090000 ,Germany   ,MEA   ,Retail        ,Engineering     ,Average           ,Onshore  ,Part-Time       ,Marketing  ,Low            ,No                 ,Active
E08859      ,Female , 34 ,2017-03-31 ,               8 ,C     ,         1110000 ,Singapore ,FF    ,Telecom       ,Cybersecurity   ,Good              ,Onshore  ,Part-Time       ,IT         ,Low            ,Yes                ,Active
E08860      ,Female , 50 ,2022-10-20 ,               3 ,C     ,         1740000 ,France    ,FF    ,Insurance     ,Data & AI       ,Below Average     ,Offshore ,Contract        ,IT         ,Low            ,No                 ,Active
E08861      ,Male   , 48 ,2016-05-30 ,               9 ,B     ,         1320000 ,Singapore ,APAC  ,Insurance     ,Technology      ,Poor              ,Onshore  ,Contract        ,Finance    ,Medium         ,No                 ,Active
E08862      ,Male   , 53 ,2002-02-14 ,              23 ,B     ,         3300000 ,Singapore ,APAC  ,Public Sector ,Consulting      ,Excellent         ,Offshore ,Contract        ,Finance    ,Medium         ,Yes                ,Active
E08863      ,Male   , 46 ,2021-08-27 ,               4 ,E     ,         2020000 ,UK        ,NA    ,Public Sector ,Technology      ,Below Average     ,Offshore ,Part-Time       ,Finance    ,Low            ,No                 ,Active
E08864      ,Male   , 37 ,2002-01-03 ,              23 ,D     ,         3340000 ,Germany   ,NA    ,Public Sector ,Consulting      ,Good              ,Onshore  ,Part-Time       ,Sales      ,High           ,Yes                ,Inactive
E08865      ,Male   , 48 ,2003-02-25 ,              22 ,E     ,         2530000 ,India     ,NA    ,Manufacturing ,Digital         ,Good              ,Onshore  ,Contract        ,Finance    ,Medium         ,Yes                ,Inactive
E08866      ,Male   , 50 ,2009-01-19 ,              16 ,C     ,         2440000 ,Canada    ,EU    ,Manufacturing ,Technology      ,Average           ,Offshore ,Part-Time       ,IT         ,High           ,Yes                ,Inactive
E08867      ,Female , 50 ,2016-05-31 ,               9 ,A     ,         2290000 ,India     ,NA    ,Telecom       ,Engineering     ,Good              ,Onshore  ,Full-Time       ,Marketing  ,Low            ,No                 ,Active
E08868      ,Male   , 42 ,2003-09-15 ,              22 ,D     ,         3190000 ,France    ,CIS   ,Telecom       ,Technology      ,Average           ,Onshore  ,Full-Time       ,Finance    ,Low            ,Yes                ,Active
E08869      ,Male   , 50 ,2007-07-25 ,              18 ,A     ,         3060000 ,UK        ,CIS   ,Energy        ,Technology      ,Average           ,Onshore  ,Contract        ,Operations ,Low            ,No                 ,Active
E08870      ,Male   , 51 ,2000-10-08 ,              25 ,F     ,         1080000 ,USA       ,MEA   ,Energy        ,Human Resources ,Good              ,Offshore ,Full-Time       ,Finance    ,Medium         ,Yes                ,Active
E08871      ,Female , 56 ,2015-09-30 ,              10 ,E     ,         2570000 ,UK        ,APAC  ,Energy        ,Digital         ,Good              ,Offshore ,Full-Time       ,Marketing  ,Medium         ,No                 ,Active
E08872      ,Male   , 35 ,2006-09-14 ,              19 ,B     ,          820000 ,Singapore ,EU    ,Telecom       ,Technology      ,Average           ,Onshore  ,Part-Time       ,Marketing  ,Low            ,No                 ,Active
E08873      ,Male   , 30 ,2020-03-10 ,               5 ,A     ,         1420000 ,France    ,NA    ,Banking       ,Human Resources ,Average           ,Onshore  ,Contract        ,Marketing  ,High           ,No                 ,Inactive
E08874      ,Female , 45 ,2015-06-03 ,              10 ,F     ,         3370000 ,Japan     ,FF    ,Banking       ,Consulting      ,Good              ,Offshore ,Part-Time       ,Sales      ,High           ,Yes                ,Inactive
E08875      ,Female , 38 ,2017-07-07 ,               8 ,E     ,         1660000 ,UK        ,EU    ,Public Sector ,Consulting      ,Excellent         ,Offshore ,Part-Time       ,Sales      ,High           ,Yes                ,Inactive
E08876      ,Female , 35 ,2000-04-29 ,              25 ,C     ,         2600000 ,Australia ,CIS   ,Banking       ,Human Resources ,Below Average     ,Onshore  ,Part-Time       ,Marketing  ,Low            ,No                 ,Active
E08877      ,Female , 26 ,2008-05-24 ,              17 ,D     ,         1160000 ,Japan     ,EU    ,Insurance     ,Engineering     ,Average           ,Offshore ,Contract        ,Sales      ,Low            ,Yes                ,Inactive
E08878      ,Male   , 36 ,2018-12-14 ,               7 ,C     ,         2610000 ,Germany   ,FF    ,Public Sector ,Technology      ,Below Average     ,Offshore ,Full-Time       ,IT         ,Low            ,Yes                ,Active
E08879      ,Male   , 42 ,2013-05-17 ,              12 ,A     ,         2380000 ,Brazil    ,EU    ,Telecom       ,Consulting      ,Good              ,Onshore  ,Part-Time       ,Operations ,Low            ,No                 ,Inactive
E08880      ,Female , 57 ,2012-06-12 ,              13 ,E     ,         2030000 ,Australia ,CIS   ,Public Sector ,Engineering     ,Good              ,Offshore ,Part-Time       ,Legal      ,Low            ,No                 ,Inactive
E08881      ,Female , 51 ,2018-02-21 ,               7 ,E     ,         1340000 ,Canada    ,MEA   ,Insurance     ,Digital         ,Average           ,Offshore ,Contract        ,Marketing  ,High           ,No                 ,Active
E08882      ,Male   , 39 ,2016-12-19 ,               9 ,A     ,          770000 ,Canada    ,EU    ,Energy        ,Technology      ,Average           ,Offshore ,Full-Time       ,Marketing  ,Low            ,No                 ,Active
E08883      ,Male   , 28 ,2015-07-14 ,              10 ,D     ,          780000 ,India     ,CIS   ,Banking       ,Engineering     ,Good              ,Offshore ,Full-Time       ,Sales      ,Low            ,No                 ,Active
E08884      ,Female , 43 ,2000-05-19 ,              25 ,D     ,         1510000 ,Japan     ,APAC  ,Insurance     ,Engineering     ,Average           ,Offshore ,Contract        ,Sales      ,Medium         ,No                 ,Active
E08885      ,Male   , 52 ,2020-06-18 ,               5 ,A     ,         1020000 ,Singapore ,NA    ,Telecom       ,Technology      ,Good              ,Offshore ,Full-Time       ,Operations ,High           ,No                 ,Active
E08886      ,Male   , 47 ,2007-10-19 ,              18 ,B     ,         3240000 ,Singapore ,FF    ,Energy        ,Human Resources ,Excellent         ,Offshore ,Contract        ,Operations ,Medium         ,Yes                ,Inactive
E08887      ,Male   , 55 ,2014-03-01 ,              11 ,A     ,         1460000 ,Canada    ,NA    ,Manufacturing ,Engineering     ,Below Average     ,Onshore  ,Part-Time       ,Legal      ,Medium         ,Yes                ,Inactive
E08888      ,Male   , 59 ,2003-04-02 ,              22 ,B     ,         2290000 ,India     ,FF    ,Manufacturing ,Consulting      ,Average           ,Onshore  ,Full-Time       ,Marketing  ,Low            ,Yes                ,Active
E08889      ,Male   , 31 ,2008-08-07 ,              17 ,C     ,         3210000 ,France    ,APAC  ,Public Sector ,Human Resources ,Good              ,Offshore ,Full-Time       ,Sales      ,Low            ,Yes                ,Inactive
E08890      ,Male   , 45 ,2009-10-26 ,              16 ,B     ,         2430000 ,Canada    ,FF    ,Energy        ,Digital         ,Average           ,Onshore  ,Part-Time       ,Operations ,High           ,No                 ,Active
E08891      ,Male   , 57 ,2023-01-25 ,               2 ,E     ,         2360000 ,France    ,CIS   ,Retail        ,Data & AI       ,Average           ,Offshore ,Contract        ,HR         ,Medium         ,Yes                ,Active
